"","PolicyID","AggClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density","LogAggClaimAmount","LogDensity","CatDriverAge","powerF"
"14247",365408,1673,1,0.83,"f",12,41,"Renault, Nissan or Citroen","Diesel","R24",79,7.42237370098682,4.36944785246702,2,"DEF"
"14256",365635,796,1,1,"f",6,54,"Renault, Nissan or Citroen","Diesel","R24",131,6.67959918584438,4.87519732320115,1,"DEF"
"14259",365679,91149,2,0.76,"g",16,60,"Renault, Nissan or Citroen","Regular","R24",21,11.4202508091196,3.04452243772342,1,"GH"
"14262",365735,1230,1,0.62,"i",16,43,"Volkswagen, Audi, Skoda or Seat","Regular","R24",4116,7.11476944836646,8.32263709695394,2,"other"
"14263",365736,1181,1,1,"g",6,54,"Renault, Nissan or Citroen","Diesel","R24",131,7.07411681619736,4.87519732320115,1,"GH"
"14269",365790,1334,1,0.43,"i",17,40,"Renault, Nissan or Citroen","Regular","R24",270,7.19593722647557,5.59842195899838,2,"other"
"14273",365912,1206,1,0.92,"d",9,30,"Renault, Nissan or Citroen","Regular","R24",84,7.09506437728713,4.43081679884331,2,"DEF"
"14274",365927,88,1,1,"f",7,46,"Renault, Nissan or Citroen","Diesel","R24",15,4.47733681447821,2.70805020110221,2,"DEF"
"14275",365940,1210,1,1,"f",11,64,"Renault, Nissan or Citroen","Diesel","R24",27,7.09837563859079,3.29583686600433,1,"DEF"
"14277",365997,782,1,0.67,"d",13,57,"Renault, Nissan or Citroen","Regular","R24",50,6.66185474054531,3.91202300542815,1,"DEF"
"14278",366033,1186,1,1,"i",7,53,"Renault, Nissan or Citroen","Regular","R24",176,7.07834157955767,5.17048399503815,1,"other"
"14280",366140,1237,1,1,"e",9,83,"Renault, Nissan or Citroen","Regular","R24",26,7.12044437239249,3.25809653802148,1,"DEF"
"14281",366226,1226,1,1,"g",9,48,"Renault, Nissan or Citroen","Diesel","R24",203,7.11151211649616,5.31320597904179,2,"GH"
"14283",366258,1191,1,1,"g",16,53,"Renault, Nissan or Citroen","Diesel","R24",29,7.0825485693553,3.36729582998647,1,"GH"
"14284",366277,1157,1,0.49,"g",8,43,"Renault, Nissan or Citroen","Diesel","R24",27,7.05358572719368,3.29583686600433,2,"GH"
"14285",366300,1317,1,1,"i",5,78,"Renault, Nissan or Citroen","Regular","R24",614,7.18311170174328,6.41999492814714,1,"other"
"14286",366316,2219,1,1,"e",9,33,"Opel, General Motors or Ford","Diesel","R24",21,7.70481192293259,3.04452243772342,2,"DEF"
"14288",366322,411,1,0.62,"f",11,42,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",186,6.01859321449623,5.2257466737132,2,"DEF"
"14289",366340,1173,1,1,"f",13,46,"Renault, Nissan or Citroen","Diesel","R24",11,7.06731984865348,2.39789527279837,2,"DEF"
"14290",366346,1152,1,0.68,"i",10,36,"Renault, Nissan or Citroen","Regular","R24",155,7.04925484125584,5.04342511691925,2,"other"
"14291",366375,1176,1,0.08,"e",17,39,"Renault, Nissan or Citroen","Regular","R24",27,7.06987412845857,3.29583686600433,2,"DEF"
"14294",366606,73,1,0.58,"f",16,54,"Renault, Nissan or Citroen","Diesel","R24",12,4.29045944114839,2.484906649788,1,"DEF"
"14295",366623,1260,1,1,"f",9,47,"Renault, Nissan or Citroen","Diesel","R24",12,7.13886699994552,2.484906649788,2,"DEF"
"14296",366630,1180,1,1,"d",13,35,"Renault, Nissan or Citroen","Regular","R24",86,7.07326971745971,4.45434729625351,2,"DEF"
"14298",366689,2031,1,1,"g",4,70,"Renault, Nissan or Citroen","Diesel","R24",133,7.61628356158038,4.89034912822175,1,"GH"
"14299",366696,1179,1,1,"e",17,55,"Renault, Nissan or Citroen","Regular","R24",1313,7.07242190053737,7.1800698743028,1,"DEF"
"14301",366826,1194,1,0.1,"f",12,66,"Renault, Nissan or Citroen","Diesel","R24",149,7.08506429395255,5.00394630594546,1,"DEF"
"14303",366863,4294,1,0.32,"g",9,56,"Renault, Nissan or Citroen","Diesel","R24",1054,8.36497397843873,6.96034772910131,1,"GH"
"14304",366874,1168,1,1,"g",21,71,"Renault, Nissan or Citroen","Diesel","R24",163,7.06304816338817,5.09375020080676,1,"GH"
"14305",366875,1183,1,1,"d",17,51,"Renault, Nissan or Citroen","Regular","R24",164,7.07580886397839,5.0998664278242,1,"DEF"
"14306",366881,1761,1,1,"f",4,49,"Renault, Nissan or Citroen","Diesel","R24",12,7.47363710849621,2.484906649788,2,"DEF"
"14308",366934,1274,1,1,"f",5,53,"Renault, Nissan or Citroen","Diesel","R24",26,7.14991683613211,3.25809653802148,1,"DEF"
"14309",366967,1229,1,1,"d",12,87,"Renault, Nissan or Citroen","Regular","R24",106,7.11395610956603,4.66343909411207,1,"DEF"
"14310",367057,974,1,1,"d",8,46,"Renault, Nissan or Citroen","Regular","R24",282,6.88141130364254,5.64190707093811,2,"DEF"
"14311",367215,1199,1,1,"g",6,58,"Japanese (except Nissan) or Korean","Regular","R24",295,7.08924315502751,5.68697535633982,1,"GH"
"14317",367472,1188,1,1,"d",11,70,"Opel, General Motors or Ford","Regular","R24",568,7.08002649992259,6.34212141872115,1,"DEF"
"14318",367489,209,1,1,"f",4,45,"Renault, Nissan or Citroen","Diesel","R24",155,5.34233425196481,5.04342511691925,2,"DEF"
"14320",367540,854,1,0.59,"g",1,71,"Opel, General Motors or Ford","Diesel","R24",35,6.74993119378857,3.55534806148941,1,"GH"
"14322",367597,1177,1,0.93,"f",13,46,"Renault, Nissan or Citroen","Diesel","R24",1313,7.07072410726028,7.1800698743028,2,"DEF"
"14327",367706,1151,1,1,"g",7,53,"other","Regular","R24",40,7.04838640872188,3.68887945411394,1,"GH"
"14328",367718,608,1,0.43,"e",11,53,"Opel, General Motors or Ford","Diesel","R24",51,6.41017488196617,3.93182563272433,1,"DEF"
"14331",367775,1176,1,1,"g",5,49,"Japanese (except Nissan) or Korean","Regular","R24",1193,7.06987412845857,7.08422642209792,2,"GH"
"14334",367825,1203,1,1,"d",15,77,"Renault, Nissan or Citroen","Regular","R24",27,7.09257371597468,3.29583686600433,1,"DEF"
"14335",367893,2811,1,0.42,"g",8,44,"Renault, Nissan or Citroen","Regular","R24",111,7.94129557090653,4.70953020131233,2,"GH"
"14337",367985,1200,1,1,"d",7,31,"Renault, Nissan or Citroen","Regular","R24",270,7.09007683577609,5.59842195899838,2,"DEF"
"14340",368107,9770,1,0.44,"e",4,58,"Renault, Nissan or Citroen","Diesel","R24",821,9.18707174503683,6.71052310945243,1,"DEF"
"14341",368113,1166,1,0.74,"g",12,42,"Renault, Nissan or Citroen","Diesel","R24",50,7.06133436691044,3.91202300542815,2,"GH"
"14343",368139,1561,1,0.55,"e",6,57,"Renault, Nissan or Citroen","Regular","R24",1313,7.35308192051543,7.1800698743028,1,"DEF"
"14344",368188,1219,1,0.71,"g",16,66,"Renault, Nissan or Citroen","Diesel","R24",17,7.10578612948127,2.83321334405622,1,"GH"
"14346",368226,972,1,1,"i",5,51,"Renault, Nissan or Citroen","Diesel","R24",13,6.87935580446044,2.56494935746154,1,"other"
"14348",368248,118,1,0.97,"e",8,44,"Mercedes, Chrysler or BMW","Diesel","R24",421,4.77068462446567,6.04263283368238,2,"DEF"
"14349",368249,1221,1,1,"h",8,44,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",421,7.1074254741107,6.04263283368238,2,"GH"
"14350",368259,1177,1,1,"j",14,51,"Mercedes, Chrysler or BMW","Diesel","R24",13,7.07072410726028,2.56494935746154,1,"other"
"14352",368339,1181,1,0.87,"g",14,70,"Renault, Nissan or Citroen","Diesel","R24",31,7.07411681619736,3.43398720448515,1,"GH"
"14353",368347,630,1,0.21,"e",8,48,"Renault, Nissan or Citroen","Regular","R24",34,6.44571981938558,3.52636052461616,2,"DEF"
"14354",368367,1244,1,1,"f",7,34,"Renault, Nissan or Citroen","Diesel","R24",24,7.12608727329912,3.17805383034795,2,"DEF"
"14355",368372,1212,1,1,"f",4,54,"Renault, Nissan or Citroen","Regular","R24",128,7.10002716662926,4.85203026391962,1,"DEF"
"14356",368401,1175,1,1,"h",20,54,"Renault, Nissan or Citroen","Diesel","R24",27,7.06902342657826,3.29583686600433,1,"GH"
"14357",368418,970,1,0.18,"g",12,40,"Renault, Nissan or Citroen","Diesel","R24",149,6.87729607149743,5.00394630594546,2,"GH"
"14358",368444,1223,1,0.4,"j",7,50,"Opel, General Motors or Ford","Diesel","R24",399,7.10906213568717,5.98896141688986,1,"other"
"14359",368461,1281,1,0.38,"f",15,52,"Renault, Nissan or Citroen","Diesel","R24",405,7.15539630189673,6.00388706710654,1,"DEF"
"14360",368475,274,1,1,"g",11,54,"Renault, Nissan or Citroen","Regular","R24",203,5.61312810638807,5.31320597904179,1,"GH"
"14361",368485,9805,1,1,"f",6,44,"other","Diesel","R24",10,9.19064773863045,2.30258509299405,2,"DEF"
"14363",368554,272,1,1,"f",8,62,"Renault, Nissan or Citroen","Diesel","R24",11,5.605802066296,2.39789527279837,1,"DEF"
"14364",368557,1179,1,1,"e",17,80,"Renault, Nissan or Citroen","Regular","R24",30,7.07242190053737,3.40119738166216,1,"DEF"
"14368",368800,1206,1,1,"g",3,69,"Renault, Nissan or Citroen","Diesel","R24",741,7.09506437728713,6.60800062529609,1,"GH"
"14369",368813,628,1,0.35,"e",12,63,"Renault, Nissan or Citroen","Diesel","R24",222,6.4425401664682,5.40267738187228,1,"DEF"
"14371",368831,119,1,0.71,"d",15,27,"Opel, General Motors or Ford","Regular","R24",19,4.77912349311153,2.94443897916644,3,"DEF"
"14372",368870,377,1,0.63,"f",11,47,"Renault, Nissan or Citroen","Diesel","R24",39,5.93224518744801,3.66356164612965,2,"DEF"
"14373",368933,1208,1,0.51,"d",9,36,"Renault, Nissan or Citroen","Regular","R24",14,7.09672137849476,2.63905732961526,2,"DEF"
"14376",369066,137,1,1,"f",2,84,"Renault, Nissan or Citroen","Regular","R24",62,4.91998092582813,4.12713438504509,1,"DEF"
"14377",369078,1179,1,1,"g",5,70,"Mercedes, Chrysler or BMW","Diesel","R24",43,7.07242190053737,3.76120011569356,1,"GH"
"14380",369169,1274,1,0.00819672131147541,"e",5,23,"Fiat","Regular","R24",741,7.14991683613211,6.60800062529609,4,"DEF"
"14382",369175,1230,1,0.26,"e",14,45,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",741,7.11476944836646,6.60800062529609,2,"DEF"
"14384",369296,1159,1,0.3,"g",17,26,"Renault, Nissan or Citroen","Regular","R24",4116,7.05531284333975,8.32263709695394,3,"GH"
"14385",369301,51,1,0.82,"i",2,55,"Renault, Nissan or Citroen","Regular","R24",4116,3.93182563272433,8.32263709695394,1,"other"
"14386",369315,1225,1,1,"d",16,44,"Renault, Nissan or Citroen","Regular","R24",2715,7.11069612297883,7.90654723236804,2,"DEF"
"14387",369318,9140,1,0.25,"f",15,44,"Renault, Nissan or Citroen","Regular","R24",2715,9.1204156644482,7.90654723236804,2,"DEF"
"14388",369343,1302,2,0.55,"f",14,28,"Opel, General Motors or Ford","Regular","R24",2044,7.17165682276851,7.6226639513236,3,"DEF"
"14389",369371,2331,1,0.77,"g",4,24,"Volkswagen, Audi, Skoda or Seat","Regular","R24",4116,7.75405263903576,8.32263709695394,4,"GH"
"14390",369379,6495,1,0.2,"d",15,24,"Renault, Nissan or Citroen","Regular","R24",4116,8.7787879291047,8.32263709695394,4,"DEF"
"14391",369384,1239,1,0.96,"m",0,40,"Mercedes, Chrysler or BMW","Diesel","R24",1943,7.12205988162914,7.57198844937744,2,"other"
"14392",369391,1180,1,0.64,"d",7,61,"Opel, General Motors or Ford","Regular","R24",2715,7.07326971745971,7.90654723236804,1,"DEF"
"14395",369501,1169,1,0.78,"f",5,52,"Renault, Nissan or Citroen","Diesel","R24",43,7.06390396147207,3.76120011569356,1,"DEF"
"14396",369542,3105,1,0.25,"g",6,40,"Renault, Nissan or Citroen","Regular","R24",37,8.04076899436758,3.61091791264422,2,"GH"
"14397",369663,890,1,0.15,"f",17,32,"Renault, Nissan or Citroen","Regular","R24",63,6.79122146272619,4.14313472639153,2,"DEF"
"14398",369669,1168,1,0.65,"f",8,45,"Opel, General Motors or Ford","Diesel","R24",295,7.06304816338817,5.68697535633982,2,"DEF"
"14399",369722,1215,1,0.34,"g",9,40,"Opel, General Motors or Ford","Regular","R24",358,7.10249935577465,5.8805329864007,2,"GH"
"14400",369730,1193,1,0.53,"g",8,31,"Mercedes, Chrysler or BMW","Diesel","R24",399,7.08422642209792,5.98896141688986,2,"GH"
"14401",369757,1794,1,0.42,"e",6,19,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",111,7.49220304261874,4.70953020131233,4,"DEF"
"14404",369886,1204,1,0.59,"g",0,78,"Renault, Nissan or Citroen","Regular","R24",137,7.09340462586877,4.91998092582813,1,"GH"
"14406",370033,1041,1,0.16,"d",19,41,"other","Regular","R24",60,6.94793706861497,4.0943445622221,2,"DEF"
"14416",370172,1234,1,0.8,"f",10,20,"Renault, Nissan or Citroen","Diesel","R24",81,7.11801620446533,4.39444915467244,4,"DEF"
"14419",370225,607,1,1,"j",6,27,"Renault, Nissan or Citroen","Regular","R24",57,6.4085287910595,4.04305126783455,3,"other"
"14420",370240,188,1,0.35,"h",4,35,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",57,5.23644196282995,4.04305126783455,2,"GH"
"14421",370251,1241,1,0.51,"f",10,56,"Renault, Nissan or Citroen","Diesel","R24",57,7.12367278520461,4.04305126783455,1,"DEF"
"14422",370252,1225,1,0.48,"f",10,56,"Renault, Nissan or Citroen","Diesel","R24",57,7.11069612297883,4.04305126783455,1,"DEF"
"14424",370268,1210,1,0.86,"j",3,56,"Mercedes, Chrysler or BMW","Diesel","R24",142,7.09837563859079,4.95582705760126,1,"other"
"14425",370280,1204,1,0.81,"g",0,57,"Renault, Nissan or Citroen","Diesel","R24",232,7.09340462586877,5.44673737166631,1,"GH"
"14426",370282,94,1,0.53,"e",1,43,"Renault, Nissan or Citroen","Diesel","R24",27,4.54329478227,3.29583686600433,2,"DEF"
"14429",370380,1192,1,0.72,"j",2,42,"Renault, Nissan or Citroen","Diesel","R24",4116,7.0833878476253,8.32263709695394,2,"other"
"14430",370399,1226,1,0.8,"f",11,47,"Renault, Nissan or Citroen","Diesel","R24",4116,7.11151211649616,8.32263709695394,2,"DEF"
"14431",370418,1187,1,0.75,"f",7,34,"Renault, Nissan or Citroen","Diesel","R24",4116,7.07918439460967,8.32263709695394,2,"DEF"
"14432",370440,1237,1,0.19,"f",10,43,"Renault, Nissan or Citroen","Diesel","R24",79,7.12044437239249,4.36944785246702,2,"DEF"
"14433",370461,1285,1,0.28,"e",15,26,"Renault, Nissan or Citroen","Diesel","R24",4116,7.15851399732932,8.32263709695394,3,"DEF"
"14434",370471,1201,2,0.35,"f",11,38,"Renault, Nissan or Citroen","Diesel","R24",137,7.09090982207998,4.91998092582813,2,"DEF"
"14435",370552,1173,1,0.35,"j",6,40,"other","Diesel","R24",105,7.06731984865348,4.65396035015752,2,"other"
"14436",370612,431,1,0.45,"g",20,53,"Renault, Nissan or Citroen","Regular","R24",105,6.06610809010375,4.65396035015752,1,"GH"
"14437",370637,1196,1,0.54,"f",11,18,"Renault, Nissan or Citroen","Regular","R24",102,7.08673793451058,4.62497281328427,4,"DEF"
"14438",370745,1211,1,0.03,"g",14,37,"Renault, Nissan or Citroen","Regular","R24",741,7.09920174355309,6.60800062529609,2,"GH"
"14439",370766,1239,1,0.07,"e",11,23,"Opel, General Motors or Ford","Diesel","R24",133,7.12205988162914,4.89034912822175,4,"DEF"
"14450",371092,2497,2,0.15,"d",9,23,"Renault, Nissan or Citroen","Regular","R24",1054,7.82284529027977,6.96034772910131,4,"DEF"
"14451",371110,1244,1,0.19,"g",16,21,"Renault, Nissan or Citroen","Regular","R24",78,7.12608727329912,4.35670882668959,4,"GH"
"14452",371115,1273,1,0.16,"l",0,62,"Japanese (except Nissan) or Korean","Regular","R24",37,7.14913159855741,3.61091791264422,1,"other"
"14453",371126,1303,1,0.09,"f",11,24,"Renault, Nissan or Citroen","Diesel","R24",1054,7.17242457712485,6.96034772910131,4,"DEF"
"14458",371492,1157,1,0.2,"j",9,42,"Japanese (except Nissan) or Korean","Regular","R24",102,7.05358572719368,4.62497281328427,2,"other"
"14459",371541,83,1,0.44,"f",14,20,"Renault, Nissan or Citroen","Diesel","R24",37,4.4188406077966,3.61091791264422,4,"DEF"
"14460",371572,2011,1,0.05,"g",0,49,"Opel, General Motors or Ford","Diesel","R24",45,7.60638738977265,3.80666248977032,2,"GH"
"14461",371600,1175,1,0.09,"d",14,19,"Renault, Nissan or Citroen","Regular","R24",91,7.06902342657826,4.51085950651685,4,"DEF"
"14462",371665,86,1,0.23,"d",0,28,"Renault, Nissan or Citroen","Diesel","R24",109,4.45434729625351,4.69134788222914,3,"DEF"
"14464",371890,1181,1,0.5,"e",2,57,"Renault, Nissan or Citroen","Diesel","R24",31,7.07411681619736,3.43398720448515,1,"DEF"
"14465",371985,1197,1,0.04,"g",14,40,"Renault, Nissan or Citroen","Regular","R24",467,7.08757370555797,6.1463292576689,2,"GH"
"14466",372010,1223,1,0.19,"g",15,42,"Mercedes, Chrysler or BMW","Diesel","R24",4116,7.10906213568717,8.32263709695394,2,"GH"
"14467",372041,1225,1,0.15,"g",7,39,"Renault, Nissan or Citroen","Diesel","R24",2044,7.11069612297883,7.6226639513236,2,"GH"
"14468",372056,1420,1,0.33,"j",1,26,"Mercedes, Chrysler or BMW","Regular","R24",4116,7.25841215059531,8.32263709695394,3,"other"
"14469",372057,1181,1,0.29,"h",10,35,"Renault, Nissan or Citroen","Diesel","R24",176,7.07411681619736,5.17048399503815,2,"GH"
"14473",372205,1227,1,0.12,"e",1,29,"Renault, Nissan or Citroen","Diesel","R24",10,7.11232744471091,2.30258509299405,3,"DEF"
"14475",372458,1207,1,0.12,"d",3,26,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",1296,7.09589322109753,7.16703787691222,3,"DEF"
"14476",372531,1013,1,1,"e",3,72,"Opel, General Motors or Ford","Regular","R24",9,6.92067150424868,2.19722457733622,1,"DEF"
"14479",372574,1196,1,1,"e",6,57,"Fiat","Regular","R24",226,7.08673793451058,5.42053499927229,1,"DEF"
"14482",372667,3322,1,1,"h",19,52,"Renault, Nissan or Citroen","Diesel","R24",405,8.10832229017324,6.00388706710654,1,"GH"
"14483",372672,1599,1,1,"f",14,43,"Renault, Nissan or Citroen","Diesel","R24",31,7.37713371283395,3.43398720448515,2,"DEF"
"14484",372675,773,1,0.49,"j",7,35,"other","Diesel","R24",91,6.65027904858742,4.51085950651685,2,"other"
"14485",372735,1181,1,0.96,"h",4,41,"Renault, Nissan or Citroen","Diesel","R24",91,7.07411681619736,4.51085950651685,2,"GH"
"14488",372806,83,1,1,"f",5,42,"Renault, Nissan or Citroen","Diesel","R24",30,4.4188406077966,3.40119738166216,2,"DEF"
"14493",372921,1247,1,1,"g",11,61,"Renault, Nissan or Citroen","Diesel","R24",137,7.12849594568004,4.91998092582813,1,"GH"
"14494",372926,545,1,0.68,"d",8,37,"Renault, Nissan or Citroen","Regular","R24",222,6.30078579466324,5.40267738187228,2,"DEF"
"14497",373013,3206,1,0.21,"f",14,51,"Renault, Nissan or Citroen","Diesel","R24",1313,8.0727793331695,7.1800698743028,1,"DEF"
"14498",373030,638,1,1,"n",3,54,"Renault, Nissan or Citroen","Regular","R24",280,6.45833828334479,5.63478960316925,1,"other"
"14499",373089,1221,1,1,"g",3,58,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",31,7.1074254741107,3.43398720448515,1,"GH"
"14501",373185,1269,1,1,"f",16,41,"Renault, Nissan or Citroen","Diesel","R24",29,7.14598446771439,3.36729582998647,2,"DEF"
"14503",373242,584,1,1,"e",4,36,"Renault, Nissan or Citroen","Diesel","R24",405,6.36990098282823,6.00388706710654,2,"DEF"
"14505",373251,1216,1,0.5,"g",15,42,"Renault, Nissan or Citroen","Regular","R24",19,7.10332206252611,2.94443897916644,2,"GH"
"14506",373256,1185,1,1,"d",14,73,"Renault, Nissan or Citroen","Regular","R24",182,7.07749805356923,5.2040066870768,1,"DEF"
"14507",373281,1124,1,1,"f",9,76,"Renault, Nissan or Citroen","Diesel","R24",10,7.02464903045364,2.30258509299405,1,"DEF"
"14508",373285,2487,1,1,"d",9,76,"Renault, Nissan or Citroen","Regular","R24",11,7.8188324438034,2.39789527279837,1,"DEF"
"14512",373375,1239,1,0.58,"j",17,48,"Renault, Nissan or Citroen","Diesel","R24",12,7.12205988162914,2.484906649788,2,"other"
"14516",373474,388,1,0.22,"g",17,73,"Renault, Nissan or Citroen","Regular","R24",32,5.96100533962327,3.46573590279973,1,"GH"
"14519",373554,1797,2,0.49,"f",3,64,"Renault, Nissan or Citroen","Regular","R24",38,7.49387388678356,3.63758615972639,1,"DEF"
"14525",373806,821,1,1,"j",7,62,"Mercedes, Chrysler or BMW","Diesel","R24",44,6.71052310945243,3.78418963391826,1,"other"
"14526",373815,594,1,1,"e",12,33,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",59,6.38687931936265,4.07753744390572,2,"DEF"
"14527",373827,1201,1,1,"i",11,51,"other","Regular","R24",1027,7.09090982207998,6.93439720992856,1,"other"
"14530",373880,3091,1,0.3,"g",7,40,"Renault, Nissan or Citroen","Diesel","R24",40,8.03624994213212,3.68887945411394,2,"GH"
"14532",373894,1315,1,1,"f",3,37,"Renault, Nissan or Citroen","Diesel","R24",252,7.18159194461187,5.52942908751142,2,"DEF"
"14536",373995,39250,1,1,"i",3,81,"Opel, General Motors or Ford","Regular","R24",57,10.5777067232106,4.04305126783455,1,"other"
"14542",374256,1186,1,1,"e",4,42,"Opel, General Motors or Ford","Diesel","R24",1313,7.07834157955767,7.1800698743028,2,"DEF"
"14544",374340,496,1,1,"g",11,53,"Renault, Nissan or Citroen","Regular","R24",3,6.20657592672493,1.09861228866811,1,"GH"
"14545",374347,1519,1,1,"d",5,61,"Renault, Nissan or Citroen","Regular","R24",1313,7.32580750259577,7.1800698743028,1,"DEF"
"14554",374528,1207,1,1,"g",4,50,"Volkswagen, Audi, Skoda or Seat","Diesel","R24",1313,7.09589322109753,7.1800698743028,1,"GH"
"14555",374571,167,1,1,"l",4,53,"Mercedes, Chrysler or BMW","Diesel","R24",15,5.11799381241676,2.70805020110221,1,"other"
"14556",374595,1228,1,1,"e",1,76,"Renault, Nissan or Citroen","Regular","R24",214,7.11314210870709,5.36597601502185,1,"DEF"
"14557",374628,1163,1,1,"j",8,33,"Renault, Nissan or Citroen","Regular","R24",1313,7.05875815251866,7.1800698743028,2,"other"
"14563",374792,549,1,1,"d",8,34,"Renault, Nissan or Citroen","Regular","R24",34,6.30809844150953,3.52636052461616,2,"DEF"
